2026-06-18 12:23:44,10.0.0.2,1,128,ACK_SENT
2026-06-18 12:23:45,10.0.0.2,2,128,ACK_SENT
2026-06-18 12:23:45,10.0.0.2,3,128,ACK_SENT
2026-06-18 12:23:45,10.0.0.2,4,128,ACK_SENT
2026-06-18 12:23:45,10.0.0.2,5,128,ACK_SENT
2026-06-18 12:23:45,10.0.0.2,6,128,ACK_SENT
2026-06-18 12:23:46,10.0.0.2,7,128,ACK_SENT
2026-06-18 12:23:46,10.0.0.2,8,128,ACK_SENT
2026-06-18 12:23:46,10.0.0.2,9,128,ACK_SENT
2026-06-18 12:23:46,10.0.0.2,10,128,ACK_SENT
2026-06-18 12:23:47,10.0.0.2,1,128,ACK_SENT
2026-06-18 12:23:47,10.0.0.2,2,128,ACK_SENT
2026-06-18 12:23:47,10.0.0.2,3,128,ACK_SENT
2026-06-18 12:23:48,10.0.0.2,4,128,ACK_SENT
2026-06-18 12:23:48,10.0.0.2,5,128,ACK_SENT
2026-06-18 12:23:49,10.0.0.2,6,128,ACK_SENT
2026-06-18 12:23:49,10.0.0.2,7,128,ACK_SENT
2026-06-18 12:23:49,10.0.0.2,8,128,ACK_SENT
2026-06-18 12:23:50,10.0.0.2,9,128,ACK_SENT
2026-06-18 12:23:50,10.0.0.2,10,128,ACK_SENT
2026-06-18 12:23:51,10.0.0.2,1,512,ACK_SENT
2026-06-18 12:23:51,10.0.0.2,2,512,ACK_SENT
2026-06-18 12:23:51,10.0.0.2,3,512,ACK_SENT
2026-06-18 12:23:51,10.0.0.2,4,512,ACK_SENT
2026-06-18 12:23:51,10.0.0.2,5,512,ACK_SENT
2026-06-18 12:23:52,10.0.0.2,6,512,ACK_SENT
2026-06-18 12:23:52,10.0.0.2,7,512,ACK_SENT
2026-06-18 12:23:52,10.0.0.2,8,512,ACK_SENT
2026-06-18 12:23:52,10.0.0.2,9,512,ACK_SENT
2026-06-18 12:23:52,10.0.0.2,10,512,ACK_SENT
2026-06-18 12:23:53,10.0.0.2,1,512,ACK_SENT
2026-06-18 12:23:53,10.0.0.2,2,512,ACK_SENT
2026-06-18 12:23:54,10.0.0.2,3,512,ACK_SENT
2026-06-18 12:23:54,10.0.0.2,4,512,ACK_SENT
2026-06-18 12:23:54,10.0.0.2,5,512,ACK_SENT
2026-06-18 12:23:55,10.0.0.2,6,512,ACK_SENT
2026-06-18 12:23:55,10.0.0.2,7,512,ACK_SENT
2026-06-18 12:23:56,10.0.0.2,8,512,ACK_SENT
2026-06-18 12:23:56,10.0.0.2,9,512,ACK_SENT
2026-06-18 12:23:56,10.0.0.2,10,512,ACK_SENT
2026-06-18 12:23:57,10.0.0.2,1,1024,ACK_SENT
2026-06-18 12:23:57,10.0.0.2,2,1024,ACK_SENT
2026-06-18 12:23:57,10.0.0.2,3,1024,ACK_SENT
2026-06-18 12:23:57,10.0.0.2,4,1024,ACK_SENT
2026-06-18 12:23:58,10.0.0.2,5,1024,ACK_SENT
2026-06-18 12:23:58,10.0.0.2,6,1024,ACK_SENT
2026-06-18 12:23:58,10.0.0.2,7,1024,ACK_SENT
2026-06-18 12:23:58,10.0.0.2,8,1024,ACK_SENT
2026-06-18 12:23:58,10.0.0.2,9,1024,ACK_SENT
2026-06-18 12:23:59,10.0.0.2,10,1024,ACK_SENT
2026-06-18 12:23:59,10.0.0.2,1,1024,ACK_SENT
2026-06-18 12:23:59,10.0.0.2,2,1024,ACK_SENT
2026-06-18 12:24:00,10.0.0.2,3,1024,ACK_SENT
2026-06-18 12:24:00,10.0.0.2,4,1024,ACK_SENT
2026-06-18 12:24:01,10.0.0.2,5,1024,ACK_SENT
2026-06-18 12:24:01,10.0.0.2,6,1024,ACK_SENT
2026-06-18 12:24:01,10.0.0.2,7,1024,ACK_SENT
2026-06-18 12:24:02,10.0.0.2,8,1024,ACK_SENT
2026-06-18 12:24:02,10.0.0.2,9,1024,ACK_SENT
